"Geographic code","Geographic name","Geographic type","Geographic name, Province or territory","Geographic code, Province or territory","Additional province code","Global non-response rate","Data quality flag","Income source","Sex","Total population 15 years and over, 2006","Total population 15 years and over, 2016","Number of income recipients, 2005","Number of income recipients, 2015","Median amount (2015 constant dollars), 2005","Median amount (2015 constant dollars), 2015","Median amount (2015 constant dollars), % change"
"521","Kingston","CMA","Ontario","35","",4.6,"00000","Employment income","Males",58305,63235,43585,46835,37966,36064,-5.0
"521","Kingston","CMA","Ontario","35","",4.6,"00000","Employment income","Females",64560,69340,43105,46710,27204,28727,5.6
"522","Belleville","CMA","Ontario","35","",3.8,"00000","Total income","Both sexes",81165,84895,77795,81855,29652,31694,6.9
"522","Belleville","CMA","Ontario","35","",3.8,"00000","Total income","Males",39115,41220,37645,39800,39203,38660,-1.4
"522","Belleville","CMA","Ontario","35","",3.8,"00000","Total income","Females",42055,43675,40145,42055,23744,26957,13.5
"522","Belleville","CMA","Ontario","35","",3.8,"00000","After-tax income","Both sexes",81165,84895,77785,81900,26932,29087,8.0
"522","Belleville","CMA","Ontario","35","",3.8,"00000","After-tax income","Males",39115,41220,37635,39805,34415,34698,0.8
"522","Belleville","CMA","Ontario","35","",3.8,"00000","After-tax income","Females",42055,43675,40155,42090,22390,25034,11.8
"522","Belleville","CMA","Ontario","35","",3.8,"00000","Employment income","Both sexes",81165,84895,55765,57070,28967,30287,4.6
"522","Belleville","CMA","Ontario","35","",3.8,"00000","Employment income","Males",39115,41220,28595,29540,38123,36829,-3.4
"522","Belleville","CMA","Ontario","35","",3.8,"00000","Employment income","Females",42055,43675,27165,27535,22946,25606,11.6
"527","Cobourg","CA","Ontario","35","",4.5,"00000","Total income","Both sexes",14410,16285,13870,15795,32109,33590,4.6
"527","Cobourg","CA","Ontario","35","",4.5,"00000","Total income","Males",6720,7505,6570,7270,42441,40887,-3.7
"527","Cobourg","CA","Ontario","35","",4.5,"00000","Total income","Females",7685,8775,7295,8525,25506,28756,12.7
"527","Cobourg","CA","Ontario","35","",4.5,"00000","After-tax income","Both sexes",14410,16285,13870,15800,29105,30622,5.2
"527","Cobourg","CA","Ontario","35","",4.5,"00000","After-tax income","Males",6720,7505,6570,7265,36439,36579,0.4
"527","Cobourg","CA","Ontario","35","",4.5,"00000","After-tax income","Females",7685,8775,7300,8530,23726,26389,11.2
"527","Cobourg","CA","Ontario","35","",4.5,"00000","Employment income","Both sexes",14410,16285,9495,10050,29592,27757,-6.2
"527","Cobourg","CA","Ontario","35","",4.5,"00000","Employment income","Males",6720,7505,4870,5095,39200,32104,-18.1
"527","Cobourg","CA","Ontario","35","",4.5,"00000","Employment income","Females",7685,8775,4630,4960,24014,24859,3.5
"528","Port Hope","CA","Ontario","35","",4.7,"00000","Total income","Both sexes",12990,14105,12545,13660,32879,35206,7.1
"528","Port Hope","CA","Ontario","35","",4.7,"00000","Total income","Males",6240,6840,6025,6640,45556,43406,-4.7
"528","Port Hope","CA","Ontario","35","",4.7,"00000","Total income","Females",6750,7265,6520,7020,23340,27995,19.9
"528","Port Hope","CA","Ontario","35","",4.7,"00000","After-tax income","Both sexes",12990,14105,12540,13670,29404,31709,7.8
"528","Port Hope","CA","Ontario","35","",4.7,"00000","After-tax income","Males",6240,6840,6025,6635,39214,38630,-1.5
"528","Port Hope","CA","Ontario","35","",4.7,"00000","After-tax income","Females",6750,7265,6515,7030,21620,25472,17.8
"528","Port Hope","CA","Ontario","35","",4.7,"00000","Employment income","Both sexes",12990,14105,9200,9640,31800,30126,-5.3
"528","Port Hope","CA","Ontario","35","",4.7,"00000","Employment income","Males",6240,6840,4810,5055,45690,36160,-20.9
"528","Port Hope","CA","Ontario","35","",4.7,"00000","Employment income","Females",6750,7265,4390,4590,22512,25643,13.9
"529","Peterborough","CMA","Ontario","35","",4.5,"00000","Total income","Both sexes",95715,100985,91845,97495,29656,31867,7.5
"529","Peterborough","CMA","Ontario","35","",4.5,"00000","Total income","Males",45500,48315,43815,46645,37923,37156,-2.0
"529","Peterborough","CMA","Ontario","35","",4.5,"00000","Total income","Females",50215,52670,48030,50850,23717,27833,17.4
"529","Peterborough","CMA","Ontario","35","",4.5,"00000","After-tax income","Both sexes",95715,100985,91840,97525,26937,29212,8.4
"529","Peterborough","CMA","Ontario","35","",4.5,"00000","After-tax income","Males",45500,48315,43795,46650,33415,33554,0.4
"529","Peterborough","CMA","Ontario","35","",4.5,"00000","After-tax income","Females",50215,52670,48045,50875,22375,25829,15.4
"529","Peterborough","CMA","Ontario","35","",4.5,"00000","Employment income","Both sexes",95715,100985,65255,68550,28999,28578,-1.5
"529","Peterborough","CMA","Ontario","35","",4.5,"00000","Employment income","Males",45500,48315,33545,34850,36190,31320,-13.5
"529","Peterborough","CMA","Ontario","35","",4.5,"00000","Employment income","Females",50215,52670,31710,33700,23638,26182,10.8
"530","Kawartha Lakes","CA","Ontario","35","",4.7,"00000","Total income","Both sexes",61245,63505,58515,61370,29602,32302,9.1
"530","Kawartha Lakes","CA","Ontario","35","",4.7,"00000","Total income","Males",29990,31175,28740,30190,39374,39649,0.7
"530","Kawartha Lakes","CA","Ontario","35","",4.7,"00000","Total income","Females",31250,32335,29780,31180,22896,26592,16.1
"530","Kawartha Lakes","CA","Ontario","35","",4.7,"00000","After-tax income","Both sexes",61245,63505,58520,61415,26682,29448,10.4
"530","Kawartha Lakes","CA","Ontario","35","",4.7,"00000","After-tax income","Males",29990,31175,28735,30195,34699,35570,2.5
"530","Kawartha Lakes","CA","Ontario","35","",4.7,"00000","After-tax income","Females",31250,32335,29785,31220,21748,24685,13.5
"530","Kawartha Lakes","CA","Ontario","35","",4.7,"00000","Employment income","Both sexes",61245,63505,40830,41960,28140,28318,0.6
"530","Kawartha Lakes","CA","Ontario","35","",4.7,"00000","Employment income","Males",29990,31175,21730,22160,35955,32283,-10.2
"530","Kawartha Lakes","CA","Ontario","35","",4.7,"00000","Employment income","Females",31250,32335,19100,19800,22219,25157,13.2
"531","Centre Wellington","CA","Ontario","35","",4.2,"00000","Total income","Both sexes",20565,22740,19970,22040,37268,39963,7.2
"531","Centre Wellington","CA","Ontario","35","",4.2,"00000","Total income","Males",10090,11190,9880,10865,49064,48197,-1.8
"531","Centre Wellington","CA","Ontario","35","",4.2,"00000","Total income","Females",10475,11555,10095,11170,28775,32957,14.5
"531","Centre Wellington","CA","Ontario","35","",4.2,"00000","After-tax income","Both sexes",20565,22740,19980,22050,32879,35604,8.3
"531","Centre Wellington","CA","Ontario","35","",4.2,"00000","After-tax income","Males",10090,11190,9880,10870,41471,41984,1.2
"531","Centre Wellington","CA","Ontario","35","",4.2,"00000","After-tax income","Females",10475,11555,10105,11180,25854,30037,16.2
"531","Centre Wellington","CA","Ontario","35","",4.2,"00000","Employment income","Both sexes",20565,22740,15660,16880,37766,37659,-0.3
"531","Centre Wellington","CA","Ontario","35","",4.2,"00000","Employment income","Males",10090,11190,8225,8820,49470,46330,-6.3
"531","Centre Wellington","CA","Ontario","35","",4.2,"00000","Employment income","Females",10475,11555,7430,8065,28733,29980,4.3
"532","Oshawa","CMA","Ontario","35","",3.2,"00000","Total income","Both sexes",259505,306455,246655,291745,37855,37988,0.4
"532","Oshawa","CMA","Ontario","35","",3.2,"00000","Total income","Males",125955,148375,120440,141455,50178,46516,-7.3
"532","Oshawa","CMA","Ontario","35","",3.2,"00000","Total income","Females",133550,158080,126220,150295,28348,30765,8.5
"532","Oshawa","CMA","Ontario","35","",3.2,"00000","After-tax income","Both sexes",259505,306455,246645,291865,33404,34127,2.2
"532","Oshawa","CMA","Ontario","35","",3.2,"00000","After-tax income","Males",125955,148375,120430,141460,42568,40810,-4.1
"532","Oshawa","CMA","Ontario","35","",3.2,"00000","After-tax income","Females",133550,158080,126215,150405,25834,28245,9.3
"532","Oshawa","CMA","Ontario","35","",3.2,"00000","Employment income","Both sexes",259505,306455,195210,225250,40072,37299,-6.9
"532","Oshawa","CMA","Ontario","35","",3.2,"00000","Employment income","Males",125955,148375,102290,116260,51844,44866,-13.5
"532","Oshawa","CMA","Ontario","35","",3.2,"00000","Employment income","Females",133550,158080,92915,108985,30691,31403,2.3
"533","Ingersoll","CA","Ontario","35","",2.9,"00000","Total income","Both sexes",9265,10245,8935,9875,34627,37124,7.2
"533","Ingersoll","CA","Ontario","35","",2.9,"00000","Total income","Males",4515,5050,4420,4870,44959,45690,1.6
"533","Ingersoll","CA","Ontario","35","",2.9,"00000","Total income","Females",4745,5195,4515,5005,25324,29298,15.7
"533","Ingersoll","CA","Ontario","35","",2.9,"00000","After-tax income","Both sexes",9265,10245,8925,9875,30774,33301,8.2
"533","Ingersoll","CA","Ontario","35","",2.9,"00000","After-tax income","Males",4515,5050,4420,4870,38615,40070,3.8
"533","Ingersoll","CA","Ontario","35","",2.9,"00000","After-tax income","Females",4745,5195,4505,5005,23479,26938,14.7
"533","Ingersoll","CA","Ontario","35","",2.9,"00000","Employment income","Both sexes",9265,10245,6850,7680,38198,37686,-1.3
"533","Ingersoll","CA","Ontario","35","",2.9,"00000","Employment income","Males",4515,5050,3640,4045,49243,46321,-5.9
"533","Ingersoll","CA","Ontario","35","",2.9,"00000","Employment income","Females",4745,5195,3210,3635,26863,29504,9.8
"535","Toronto","CMA","Ontario","35","",3.1,"00000","Total income","Both sexes",4109065,4879095,3883085,4631950,31697,31705,0.0
"535","Toronto","CMA","Ontario","35","",3.1,"00000","Total income","Males",1974035,2345200,1876730,2227295,38375,36559,-4.7
"535","Toronto","CMA","Ontario","35","",3.1,"00000","Total income","Females",2135035,2533895,2006355,2404650,26380,28070,6.4
"535","Toronto","CMA","Ontario","35","",3.1,"00000","After-tax income","Both sexes",4109065,4879095,3881665,4632745,28801,29242,1.5
"535","Toronto","CMA","Ontario","35","",3.1,"00000","After-tax income","Males",1974035,2345200,1875875,2227495,34062,33167,-2.6
"535","Toronto","CMA","Ontario","35","",3.1,"00000","After-tax income","Females",2135035,2533895,2005790,2405245,24555,26233,6.8
"535","Toronto","CMA","Ontario","35","",3.1,"00000","Employment income","Both sexes",4109065,4879095,2931775,3454590,35931,34838,-3.0
"535","Toronto","CMA","Ontario","35","",3.1,"00000","Employment income","Males",1974035,2345200,1501675,1751255,42214,39549,-6.3
"535","Toronto","CMA","Ontario","35","",3.1,"00000","Employment income","Females",2135035,2533895,1430100,1703330,30702,30701,0.0
"537","Hamilton","CMA","Ontario","35","",3.5,"00000","Total income","Both sexes",557505,612630,533955,588170,33648,35319,5.0
"537","Hamilton","CMA","Ontario","35","",3.5,"00000","Total income","Males",268330,295875,258125,284100,43756,42190,-3.6
"537","Hamilton","CMA","Ontario","35","",3.5,"00000","Total income","Females",289175,316755,275830,304065,25806,29872,15.8
"537","Hamilton","CMA","Ontario","35","",3.5,"00000","After-tax income","Both sexes",557505,612630,533825,588315,30100,32073,6.6
"537","Hamilton","CMA","Ontario","35","",3.5,"00000","After-tax income","Males",268330,295875,258020,284120,37855,37669,-0.5
"537","Hamilton","CMA","Ontario","35","",3.5,"00000","After-tax income","Females",289175,316755,275800,304195,24016,27549,14.7
"537","Hamilton","CMA","Ontario","35","",3.5,"00000","Employment income","Both sexes",557505,612630,394715,435315,35732,35224,-1.4
"537","Hamilton","CMA","Ontario","35","",3.5,"00000","Employment income","Males",268330,295875,205020,224710,46133,41138,-10.8
"537","Hamilton","CMA","Ontario","35","",3.5,"00000","Employment income","Females",289175,316755,189690,210605,28300,30390,7.4
"539","St. Catharines - Niagara","CMA","Ontario","35","",4.1,"00000","Total income","Both sexes",318270,337885,306705,326725,30220,30981,2.5
"539","St. Catharines - Niagara","CMA","Ontario","35","",4.1,"00000","Total income","Males",152580,162355,147690,157230,39802,37659,-5.4
"539","St. Catharines - Niagara","CMA","Ontario","35","",4.1,"00000","Total income","Females",165685,175525,159020,169495,23679,26119,10.3
"539","St. Catharines - Niagara","CMA","Ontario","35","",4.1,"00000","After-tax income","Both sexes",318270,337885,306675,326835,27437,28521,4.0
"539","St. Catharines - Niagara","CMA","Ontario","35","",4.1,"00000","After-tax income","Males",152580,162355,147665,157245,34935,34064,-2.5
"539","St. Catharines - Niagara","CMA","Ontario","35","",4.1,"00000","After-tax income","Females",165685,175525,159015,169595,22406,24430,9.0
"539","St. Catharines - Niagara","CMA","Ontario","35","",4.1,"00000","Employment income","Both sexes",318270,337885,221230,230445,29329,27837,-5.1
"539","St. Catharines - Niagara","CMA","Ontario","35","",4.1,"00000","Employment income","Males",152580,162355,115165,118895,37904,32640,-13.9
"539","St. Catharines - Niagara","CMA","Ontario","35","",4.1,"00000","Employment income","Females",165685,175525,106065,111545,23434,24320,3.8
"541","Kitchener - Cambridge - Waterloo","CMA","Ontario","35","",3.6,"00000","Total income","Both sexes",371550,423865,357490,406685,34938,35709,2.2
"541","Kitchener - Cambridge - Waterloo","CMA","Ontario","35","",3.6,"00000","Total income","Males",181960,208350,175815,200510,45575,43368,-4.8
"541","Kitchener - Cambridge - Waterloo","CMA","Ontario","35","",3.6,"00000","Total income","Females",189595,215510,181680,206180,26735,29686,11.0
"541","Kitchener - Cambridge - Waterloo","CMA","Ontario","35","",3.6,"00000","After-tax income","Both sexes",371550,423865,357395,406740,31051,32331,4.1
"541","Kitchener - Cambridge - Waterloo","CMA","Ontario","35","",3.6,"00000","After-tax income","Males",181960,208350,175755,200515,39062,38405,-1.7
"541","Kitchener - Cambridge - Waterloo","CMA","Ontario","35","",3.6,"00000","After-tax income","Females",189595,215510,181645,206225,24607,27336,11.1
"541","Kitchener - Cambridge - Waterloo","CMA","Ontario","35","",3.6,"00000","Employment income","Both sexes",371550,423865,285220,313565,36456,36532,0.2
"541","Kitchener - Cambridge - Waterloo","CMA","Ontario","35","",3.6,"00000","Employment income","Males",181960,208350,148640,163085,47338,44444,-6.1
"541","Kitchener - Cambridge - Waterloo","CMA","Ontario","35","",3.6,"00000","Employment income","Females",189595,215510,136580,150490,27542,30007,8.9
"543","Brantford","CMA","Ontario","35","",3.9,"20000","Total income","Both sexes",99280,108070,95390,103830,31622,33295,5.3
"543","Brantford","CMA","Ontario","35","",3.9,"20000","Total income","Males",47970,52370,46190,50335,41575,40719,-2.1
"543","Brantford","CMA","Ontario","35","",3.9,"20000","Total income","Females",51310,55705,49200,53500,24792,27766,12.0
"543","Brantford","CMA","Ontario","35","",3.9,"20000","After-tax income","Both sexes",99280,108070,95375,103855,28483,30500,7.1
"543","Brantford","CMA","Ontario","35","",3.9,"20000","After-tax income","Males",47970,52370,46180,50335,36334,36260,-0.2
"543","Brantford","CMA","Ontario","35","",3.9,"20000","After-tax income","Females",51310,55705,49195,53520,23216,25809,11.2
"543","Brantford","CMA","Ontario","35","",3.9,"20000","Employment income","Both sexes",99280,108070,71475,76410,33485,33859,1.1
"543","Brantford","CMA","Ontario","35","",3.9,"20000","Employment income","Males",47970,52370,36985,39265,44203,41569,-6.0
"543","Brantford","CMA","Ontario","35","",3.9,"20000","Employment income","Females",51310,55705,34490,37145,25875,27317,5.6
"544","Woodstock","CA","Ontario","35","",4.0,"00000","Total income","Both sexes",28585,33140,27530,32035,33873,35915,6.0
"544","Woodstock","CA","Ontario","35","",4.0,"00000","Total income","Males",13705,16090,13230,15575,44972,44247,-1.6
"544","Woodstock","CA","Ontario","35","",4.0,"00000","Total income","Females",14875,17050,14295,16460,25897,28723,10.9
"544","Woodstock","CA","Ontario","35","",4.0,"00000","After-tax income","Both sexes",28585,33140,27530,32040,30434,32502,6.8
"544","Woodstock","CA","Ontario","35","",4.0,"00000","After-tax income","Males",13705,16090,13235,15575,38647,38933,0.7
"544","Woodstock","CA","Ontario","35","",4.0,"00000","After-tax income","Females",14875,17050,14295,16465,23826,26597,11.6
"544","Woodstock","CA","Ontario","35","",4.0,"00000","Employment income","Both sexes",28585,33140,20670,23720,35478,36810,3.8
"544","Woodstock","CA","Ontario","35","",4.0,"00000","Employment income","Males",13705,16090,10785,12425,47167,45644,-3.2
"544","Woodstock","CA","Ontario","35","",4.0,"00000","Employment income","Females",14875,17050,9885,11300,25867,28459,10.0
"546","Tillsonburg","CA","Ontario","35","",3.8,"00000","Total income","Both sexes",12230,13255,11825,12840,31333,32240,2.9
"546","Tillsonburg","CA","Ontario","35","",3.8,"00000","Total income","Males",5705,6235,5585,6055,39458,39709,0.6
"546","Tillsonburg","CA","Ontario","35","",3.8,"00000","Total income","Females",6530,7020,6245,6785,25757,26464,2.7
"546","Tillsonburg","CA","Ontario","35","",3.8,"00000","After-tax income","Both sexes",12230,13255,11825,12845,28276,29470,4.2
"546","Tillsonburg","CA","Ontario","35","",3.8,"00000","After-tax income","Males",5705,6235,5585,6060,34364,35704,3.9
