"Geographic code","Geographic name","Geographic type","Geographic name, Province or territory","Geographic code, Province or territory","Additional province code","Global non-response rate","Data quality flag","Low-income concepts","Age groups","Population in private households for income status, 2006","Population in private households for income status, 2016","Number of persons in low income, 2005","Number of persons in low income, 2015","Prevalence of low income (%), 2005","Prevalence of low income (%), 2015","Prevalence of low income (%), Difference"
"507","Arnprior","CA","Ontario","35","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",14255,15685,1385,2000,9.7,12.8,3.1
"507","Arnprior","CA","Ontario","35","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",3110,2900,415,505,13.3,17.4,4.1
"507","Arnprior","CA","Ontario","35","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",815,930,135,170,16.6,18.3,1.7
"507","Arnprior","CA","Ontario","35","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",8865,9490,850,1135,9.6,12.0,2.4
"507","Arnprior","CA","Ontario","35","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",2280,3295,125,365,5.5,11.1,5.6
"507","Arnprior","CA","Ontario","35","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",14255,15685,805,730,5.6,4.7,-0.9
"507","Arnprior","CA","Ontario","35","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",3105,2900,260,160,8.4,5.5,-2.9
"507","Arnprior","CA","Ontario","35","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",815,930,115,50,14.1,5.4,-8.7
"507","Arnprior","CA","Ontario","35","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",8870,9490,540,535,6.1,5.6,-0.5
"507","Arnprior","CA","Ontario","35","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",2280,3295,0,40,0.0,1.2,
"509","Carleton Place","CA","Ontario","35","",4.1,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",27095,30805,2740,2820,10.1,9.2,-0.9
"509","Carleton Place","CA","Ontario","35","",4.1,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",6660,6315,830,705,12.5,11.2,-1.3
"509","Carleton Place","CA","Ontario","35","",4.1,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1745,2005,240,235,13.8,11.7,-2.1
"509","Carleton Place","CA","Ontario","35","",4.1,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",17140,19110,1590,1640,9.3,8.6,-0.7
"509","Carleton Place","CA","Ontario","35","",4.1,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",3295,5385,315,475,9.6,8.8,-0.8
"509","Carleton Place","CA","Ontario","35","",4.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",27090,30810,1440,1070,5.3,3.5,-1.8
"509","Carleton Place","CA","Ontario","35","",4.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",6650,6310,415,240,6.2,3.8,-2.4
"509","Carleton Place","CA","Ontario","35","",4.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1750,2005,110,75,6.3,3.7,-2.6
"509","Carleton Place","CA","Ontario","35","",4.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",17135,19115,975,780,5.7,4.1,-1.6
"509","Carleton Place","CA","Ontario","35","",4.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",3295,5380,55,50,1.7,0.9,-0.8
"512","Brockville","CA","Ontario","35","",4.0,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",38730,37730,4805,5900,12.4,15.6,3.2
"512","Brockville","CA","Ontario","35","",4.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",8235,6460,1290,1320,15.7,20.4,4.7
"512","Brockville","CA","Ontario","35","",4.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",2150,1815,490,430,22.8,23.7,0.9
"512","Brockville","CA","Ontario","35","",4.0,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",23685,22425,3090,3620,13.0,16.1,3.1
"512","Brockville","CA","Ontario","35","",4.0,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",6810,8850,425,955,6.2,10.8,4.6
"512","Brockville","CA","Ontario","35","",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",38705,37735,2640,2280,6.8,6.0,-0.8
"512","Brockville","CA","Ontario","35","",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",8210,6455,705,395,8.6,6.1,-2.5
"512","Brockville","CA","Ontario","35","",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",2140,1815,270,125,12.6,6.9,-5.7
"512","Brockville","CA","Ontario","35","",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",23685,22425,1895,1755,8.0,7.8,-0.2
"512","Brockville","CA","Ontario","35","",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",6810,8850,40,135,0.6,1.5,0.9
"515","Pembroke","CA","Ontario","35","",4.3,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",22510,22435,3200,3410,14.2,15.2,1.0
"515","Pembroke","CA","Ontario","35","",4.3,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",4850,4190,870,725,17.9,17.3,-0.6
"515","Pembroke","CA","Ontario","35","",4.3,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1350,1385,185,255,13.7,18.4,4.7
"515","Pembroke","CA","Ontario","35","",4.3,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",13955,13825,1945,2105,13.9,15.2,1.3
"515","Pembroke","CA","Ontario","35","",4.3,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",3705,4415,395,585,10.7,13.3,2.6
"515","Pembroke","CA","Ontario","35","",4.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",22505,22430,1765,1355,7.8,6.0,-1.8
"515","Pembroke","CA","Ontario","35","",4.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",4840,4190,515,250,10.6,6.0,-4.6
"515","Pembroke","CA","Ontario","35","",4.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1350,1385,115,90,8.5,6.5,-2.0
"515","Pembroke","CA","Ontario","35","",4.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",13960,13830,1210,1050,8.7,7.6,-1.1
"515","Pembroke","CA","Ontario","35","",4.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",3705,4415,40,50,1.1,1.1,0.0
"516","Petawawa","CA","Ontario","35","",7.6,"00100","Low-income measure, after-tax (LIM-AT)","Total - Age groups",14090,16320,845,755,6.0,4.6,-1.4
"516","Petawawa","CA","Ontario","35","",7.6,"00100","Low-income measure, after-tax (LIM-AT)","0 to 17 years",3935,4295,275,215,7.0,5.0,-2.0
"516","Petawawa","CA","Ontario","35","",7.6,"00100","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1395,1830,95,80,6.8,4.4,-2.4
"516","Petawawa","CA","Ontario","35","",7.6,"00100","Low-income measure, after-tax (LIM-AT)","18 to 64 years",9080,10630,500,445,5.5,4.2,-1.3
"516","Petawawa","CA","Ontario","35","",7.6,"00100","Low-income measure, after-tax (LIM-AT)","65 years and over",1070,1400,75,95,7.0,6.8,-0.2
"516","Petawawa","CA","Ontario","35","",7.6,"00100","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",14090,16320,495,285,3.5,1.7,-1.8
"516","Petawawa","CA","Ontario","35","",7.6,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",3935,4295,190,60,4.8,1.4,-3.4
"516","Petawawa","CA","Ontario","35","",7.6,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1400,1830,50,20,3.6,1.1,-2.5
"516","Petawawa","CA","Ontario","35","",7.6,"00100","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",9085,10625,305,210,3.4,2.0,-1.4
"516","Petawawa","CA","Ontario","35","",7.6,"00100","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",1070,1400,10,15,0.9,1.1,0.2
"521","Kingston","CMA","Ontario","35","",4.6,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",147480,156465,19180,20790,13.0,13.3,0.3
"521","Kingston","CMA","Ontario","35","",4.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",30580,28925,4650,4480,15.2,15.5,0.3
"521","Kingston","CMA","Ontario","35","",4.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",8585,9240,1440,1665,16.8,18.0,1.2
"521","Kingston","CMA","Ontario","35","",4.6,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",95345,98525,13150,13705,13.8,13.9,0.1
"521","Kingston","CMA","Ontario","35","",4.6,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",21560,29015,1380,2605,6.4,9.0,2.6
"521","Kingston","CMA","Ontario","35","",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",147455,156465,14170,12485,9.6,8.0,-1.6
"521","Kingston","CMA","Ontario","35","",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",30550,28925,3000,2110,9.8,7.3,-2.5
"521","Kingston","CMA","Ontario","35","",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",8565,9240,1025,800,12.0,8.7,-3.3
"521","Kingston","CMA","Ontario","35","",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",95345,98525,10595,9850,11.1,10.0,-1.1
"521","Kingston","CMA","Ontario","35","",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",21560,29020,580,520,2.7,1.8,-0.9
"522","Belleville","CMA","Ontario","35","",3.8,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",98685,101280,13815,15305,14.0,15.1,1.1
"522","Belleville","CMA","Ontario","35","",3.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",21880,19845,4120,4070,18.8,20.5,1.7
"522","Belleville","CMA","Ontario","35","",3.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",6420,6465,1455,1525,22.7,23.6,0.9
"522","Belleville","CMA","Ontario","35","",3.8,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",61405,62110,8420,9075,13.7,14.6,0.9
"522","Belleville","CMA","Ontario","35","",3.8,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",15400,19325,1275,2160,8.3,11.2,2.9
"522","Belleville","CMA","Ontario","35","",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",98600,101280,9040,7145,9.2,7.1,-2.1
"522","Belleville","CMA","Ontario","35","",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",21800,19845,2355,1670,10.8,8.4,-2.4
"522","Belleville","CMA","Ontario","35","",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",6400,6470,875,660,13.7,10.2,-3.5
"522","Belleville","CMA","Ontario","35","",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",61405,62110,6230,5165,10.1,8.3,-1.8
"522","Belleville","CMA","Ontario","35","",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",15400,19330,455,310,3.0,1.6,-1.4
"527","Cobourg","CA","Ontario","35","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",17145,18720,1650,2405,9.6,12.8,3.2
"527","Cobourg","CA","Ontario","35","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",3495,3020,480,580,13.7,19.2,5.5
"527","Cobourg","CA","Ontario","35","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",955,890,205,190,21.5,21.3,-0.2
"527","Cobourg","CA","Ontario","35","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",10070,10225,970,1390,9.6,13.6,4.0
"527","Cobourg","CA","Ontario","35","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",3575,5475,195,435,5.5,7.9,2.4
"527","Cobourg","CA","Ontario","35","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",17140,18720,855,945,5.0,5.0,0.0
"527","Cobourg","CA","Ontario","35","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",3490,3015,260,210,7.4,7.0,-0.4
"527","Cobourg","CA","Ontario","35","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",955,895,140,70,14.7,7.8,-6.9
"527","Cobourg","CA","Ontario","35","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",10075,10225,585,680,5.8,6.7,0.9
"527","Cobourg","CA","Ontario","35","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",3580,5480,10,55,0.3,1.0,0.7
"528","Port Hope","CA","Ontario","35","",4.7,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",15705,16285,1640,1835,10.4,11.3,0.9
"528","Port Hope","CA","Ontario","35","",4.7,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",3415,2665,465,460,13.6,17.3,3.7
"528","Port Hope","CA","Ontario","35","",4.7,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",965,760,145,115,15.0,15.1,0.1
"528","Port Hope","CA","Ontario","35","",4.7,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",9875,9795,1045,1075,10.6,11.0,0.4
"528","Port Hope","CA","Ontario","35","",4.7,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",2420,3825,135,300,5.6,7.8,2.2
"528","Port Hope","CA","Ontario","35","",4.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",15705,16285,970,745,6.2,4.6,-1.6
"528","Port Hope","CA","Ontario","35","",4.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",3415,2665,265,155,7.8,5.8,-2.0
"528","Port Hope","CA","Ontario","35","",4.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",965,765,105,25,10.9,3.3,-7.6
"528","Port Hope","CA","Ontario","35","",4.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",9875,9795,695,530,7.0,5.4,-1.6
"528","Port Hope","CA","Ontario","35","",4.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",2415,3830,20,60,0.8,1.6,0.8
"529","Peterborough","CMA","Ontario","35","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",112470,117355,14240,17900,12.7,15.3,2.6
"529","Peterborough","CMA","Ontario","35","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",22640,21185,3590,4110,15.9,19.4,3.5
"529","Peterborough","CMA","Ontario","35","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",5990,7090,1095,1545,18.3,21.8,3.5
"529","Peterborough","CMA","Ontario","35","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",70685,71635,9230,11155,13.1,15.6,2.5
"529","Peterborough","CMA","Ontario","35","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",19150,24535,1420,2635,7.4,10.7,3.3
"529","Peterborough","CMA","Ontario","35","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",112410,117355,10715,9850,9.5,8.4,-1.1
"529","Peterborough","CMA","Ontario","35","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",22580,21185,2255,1835,10.0,8.7,-1.3
"529","Peterborough","CMA","Ontario","35","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",5985,7090,750,715,12.5,10.1,-2.4
"529","Peterborough","CMA","Ontario","35","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",70685,71630,7890,7585,11.2,10.6,-0.6
"529","Peterborough","CMA","Ontario","35","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",19150,24535,570,430,3.0,1.8,-1.2
"530","Kawartha Lakes","CA","Ontario","35","",4.7,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",73140,73375,9330,9625,12.8,13.1,0.3
"530","Kawartha Lakes","CA","Ontario","35","",4.7,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",15065,12135,2545,2005,16.9,16.5,-0.4
"530","Kawartha Lakes","CA","Ontario","35","",4.7,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",3610,3770,630,650,17.5,17.2,-0.3
"530","Kawartha Lakes","CA","Ontario","35","",4.7,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",44510,43315,5680,5715,12.8,13.2,0.4
"530","Kawartha Lakes","CA","Ontario","35","",4.7,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",13570,17925,1105,1915,8.1,10.7,2.6
"530","Kawartha Lakes","CA","Ontario","35","",4.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",73115,73375,5065,3480,6.9,4.7,-2.2
"530","Kawartha Lakes","CA","Ontario","35","",4.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",15035,12135,1465,595,9.7,4.9,-4.8
"530","Kawartha Lakes","CA","Ontario","35","",4.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",3605,3770,415,200,11.5,5.3,-6.2
"530","Kawartha Lakes","CA","Ontario","35","",4.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",44505,43315,3460,2650,7.8,6.1,-1.7
"530","Kawartha Lakes","CA","Ontario","35","",4.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",13565,17925,150,230,1.1,1.3,0.2
"531","Centre Wellington","CA","Ontario","35","",4.2,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",25700,27635,1970,1965,7.7,7.1,-0.6
"531","Centre Wellington","CA","Ontario","35","",4.2,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",6370,5920,720,505,11.3,8.5,-2.8
"531","Centre Wellington","CA","Ontario","35","",4.2,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1870,1845,175,165,9.4,8.9,-0.5
"531","Centre Wellington","CA","Ontario","35","",4.2,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",15755,16465,1050,1095,6.7,6.7,0.0
"531","Centre Wellington","CA","Ontario","35","",4.2,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",3570,5250,195,360,5.5,6.9,1.4
"531","Centre Wellington","CA","Ontario","35","",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",25700,27635,1035,805,4.0,2.9,-1.1
"531","Centre Wellington","CA","Ontario","35","",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",6370,5915,355,185,5.6,3.1,-2.5
"531","Centre Wellington","CA","Ontario","35","",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1870,1845,85,65,4.5,3.5,-1.0
"531","Centre Wellington","CA","Ontario","35","",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",15750,16465,630,575,4.0,3.5,-0.5
"531","Centre Wellington","CA","Ontario","35","",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",3570,5250,45,50,1.3,1.0,-0.3
"532","Oshawa","CMA","Ontario","35","",3.2,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",327040,375605,29765,38475,9.1,10.2,1.1
"532","Oshawa","CMA","Ontario","35","",3.2,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",83145,83630,10225,11445,12.3,13.7,1.4
"532","Oshawa","CMA","Ontario","35","",3.2,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",23750,26140,3095,3835,13.0,14.7,1.7
"532","Oshawa","CMA","Ontario","35","",3.2,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",208730,239350,17125,22620,8.2,9.5,1.3
"532","Oshawa","CMA","Ontario","35","",3.2,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",35160,52625,2420,4405,6.9,8.4,1.5
"532","Oshawa","CMA","Ontario","35","",3.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",326935,375605,22680,21705,6.9,5.8,-1.1
"532","Oshawa","CMA","Ontario","35","",3.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",83040,83635,7430,5660,8.9,6.8,-2.1
"532","Oshawa","CMA","Ontario","35","",3.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",23720,26140,2295,1915,9.7,7.3,-2.4
"532","Oshawa","CMA","Ontario","35","",3.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",208730,239350,14075,15055,6.7,6.3,-0.4
"532","Oshawa","CMA","Ontario","35","",3.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",35155,52625,1180,990,3.4,1.9,-1.5
"533","Ingersoll","CA","Ontario","35","",2.9,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",11595,12580,1055,1340,9.1,10.7,1.6
"533","Ingersoll","CA","Ontario","35","",2.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",2835,2825,215,425,7.6,15.0,7.4
"533","Ingersoll","CA","Ontario","35","",2.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",810,880,80,150,9.9,17.0,7.1
"533","Ingersoll","CA","Ontario","35","",2.9,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",7295,7890,700,720,9.6,9.1,-0.5
"533","Ingersoll","CA","Ontario","35","",2.9,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",1465,1865,140,195,9.6,10.5,0.9
