"Geographic code","Geographic name","Geographic type","Geographic name, Province or territory","Geographic code, Province or territory","Global non-response rate","Data quality flag","Low-income concepts","Age groups","Population in private households for income status, 2006","Population in private households for income status, 2016","Number of persons in low income, 2005","Number of persons in low income, 2015","Prevalence of low income (%), 2005","Prevalence of low income (%), 2015","Prevalence of low income (%), Difference"
"2451","Maskinongé","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1825,2205,410,335,22.5,15.2,-7.3
"2451","Maskinongé","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",22905,21570,3800,3230,16.6,15.0,-1.6
"2451","Maskinongé","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",5385,7710,1175,1940,21.8,25.2,3.4
"2451","Maskinongé","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",34720,35485,2725,1840,7.8,5.2,-2.6
"2451","Maskinongé","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",6430,6205,555,250,8.6,4.0,-4.6
"2451","Maskinongé","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1820,2205,165,80,9.1,3.6,-5.5
"2451","Maskinongé","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",22905,21575,2075,1495,9.1,6.9,-2.2
"2451","Maskinongé","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",5385,7710,100,90,1.9,1.2,-0.7
"2452","D'Autray","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",39590,41420,6920,6770,17.5,16.3,-1.2
"2452","D'Autray","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",8420,7730,1740,1385,20.7,17.9,-2.8
"2452","D'Autray","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",2130,2645,525,465,24.6,17.6,-7.0
"2452","D'Autray","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",25700,25690,4210,3630,16.4,14.1,-2.3
"2452","D'Autray","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",5475,7995,975,1755,17.8,22.0,4.2
"2452","D'Autray","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",39595,41420,3510,2280,8.9,5.5,-3.4
"2452","D'Autray","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",8420,7730,890,405,10.6,5.2,-5.4
"2452","D'Autray","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",2130,2645,205,125,9.6,4.7,-4.9
"2452","D'Autray","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",25695,25695,2490,1760,9.7,6.8,-2.9
"2452","D'Autray","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",5475,7995,135,115,2.5,1.4,-1.1
"2453","Pierre-De Saurel","Municipalité régionale de comté","Quebec","24",3.9,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",48750,49490,7965,8175,16.3,16.5,0.2
"2453","Pierre-De Saurel","Municipalité régionale de comté","Quebec","24",3.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",8395,7880,1535,1325,18.3,16.8,-1.5
"2453","Pierre-De Saurel","Municipalité régionale de comté","Quebec","24",3.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",2345,2590,440,420,18.8,16.2,-2.6
"2453","Pierre-De Saurel","Municipalité régionale de comté","Quebec","24",3.9,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",32390,30025,5055,4600,15.6,15.3,-0.3
"2453","Pierre-De Saurel","Municipalité régionale de comté","Quebec","24",3.9,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",7965,11575,1375,2250,17.3,19.4,2.1
"2453","Pierre-De Saurel","Municipalité régionale de comté","Quebec","24",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",48745,49485,5175,3620,10.6,7.3,-3.3
"2453","Pierre-De Saurel","Municipalité régionale de comté","Quebec","24",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",8395,7880,1015,595,12.1,7.6,-4.5
"2453","Pierre-De Saurel","Municipalité régionale de comté","Quebec","24",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",2350,2590,290,185,12.3,7.1,-5.2
"2453","Pierre-De Saurel","Municipalité régionale de comté","Quebec","24",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",32390,30030,3690,2770,11.4,9.2,-2.2
"2453","Pierre-De Saurel","Municipalité régionale de comté","Quebec","24",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",7965,11575,470,255,5.9,2.2,-3.7
"2454","Les Maskoutains","Municipalité régionale de comté","Quebec","24",4.2,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",78075,83820,10355,11860,13.3,14.1,0.8
"2454","Les Maskoutains","Municipalité régionale de comté","Quebec","24",4.2,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",16435,16930,2080,2305,12.7,13.6,0.9
"2454","Les Maskoutains","Municipalité régionale de comté","Quebec","24",4.2,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",4870,5825,705,740,14.5,12.7,-1.8
"2454","Les Maskoutains","Municipalité régionale de comté","Quebec","24",4.2,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",51400,52380,6750,6700,13.1,12.8,-0.3
"2454","Les Maskoutains","Municipalité régionale de comté","Quebec","24",4.2,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",10240,14505,1530,2850,14.9,19.6,4.7
"2454","Les Maskoutains","Municipalité régionale de comté","Quebec","24",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",78065,83820,6525,5365,8.4,6.4,-2.0
"2454","Les Maskoutains","Municipalité régionale de comté","Quebec","24",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",16425,16930,1015,960,6.2,5.7,-0.5
"2454","Les Maskoutains","Municipalité régionale de comté","Quebec","24",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",4865,5830,395,315,8.1,5.4,-2.7
"2454","Les Maskoutains","Municipalité régionale de comté","Quebec","24",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",51400,52380,4945,4080,9.6,7.8,-1.8
"2454","Les Maskoutains","Municipalité régionale de comté","Quebec","24",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",10235,14505,565,325,5.5,2.2,-3.3
"2455","Rouville","Municipalité régionale de comté","Quebec","24",3.9,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",30690,35480,3280,3580,10.7,10.1,-0.6
"2455","Rouville","Municipalité régionale de comté","Quebec","24",3.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",7060,7850,815,765,11.5,9.7,-1.8
"2455","Rouville","Municipalité régionale de comté","Quebec","24",3.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",2020,2780,280,200,13.9,7.2,-6.7
"2455","Rouville","Municipalité régionale de comté","Quebec","24",3.9,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",20220,22415,1990,1955,9.8,8.7,-1.1
"2455","Rouville","Municipalité régionale de comté","Quebec","24",3.9,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",3415,5215,475,860,13.9,16.5,2.6
"2455","Rouville","Municipalité régionale de comté","Quebec","24",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",30685,35480,1855,1420,6.0,4.0,-2.0
"2455","Rouville","Municipalité régionale de comté","Quebec","24",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",7055,7850,445,280,6.3,3.6,-2.7
"2455","Rouville","Municipalité régionale de comté","Quebec","24",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",2015,2780,140,75,6.9,2.7,-4.2
"2455","Rouville","Municipalité régionale de comté","Quebec","24",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",20220,22415,1260,980,6.2,4.4,-1.8
"2455","Rouville","Municipalité régionale de comté","Quebec","24",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",3415,5210,150,160,4.4,3.1,-1.3
"2456","Le Haut-Richelieu","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",107040,114700,13155,13960,12.3,12.2,-0.1
"2456","Le Haut-Richelieu","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",23985,23330,3005,2645,12.5,11.3,-1.2
"2456","Le Haut-Richelieu","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",6675,7870,765,790,11.5,10.0,-1.5
"2456","Le Haut-Richelieu","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",69645,72050,8115,7865,11.7,10.9,-0.8
"2456","Le Haut-Richelieu","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",13410,19320,2035,3450,15.2,17.9,2.7
"2456","Le Haut-Richelieu","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",107035,114700,8510,6405,8.0,5.6,-2.4
"2456","Le Haut-Richelieu","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",23975,23325,1685,1130,7.0,4.8,-2.2
"2456","Le Haut-Richelieu","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",6675,7870,390,345,5.8,4.4,-1.4
"2456","Le Haut-Richelieu","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",69645,72055,6015,4835,8.6,6.7,-1.9
"2456","Le Haut-Richelieu","Municipalité régionale de comté","Quebec","24",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",13415,19320,810,435,6.0,2.3,-3.7
"2457","La Vallée-du-Richelieu","Municipalité régionale de comté","Quebec","24",2.6,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",105315,122245,7200,7645,6.8,6.3,-0.5
"2457","La Vallée-du-Richelieu","Municipalité régionale de comté","Quebec","24",2.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",26280,28540,1520,1635,5.8,5.7,-0.1
"2457","La Vallée-du-Richelieu","Municipalité régionale de comté","Quebec","24",2.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",7620,9370,315,405,4.1,4.3,0.2
"2457","La Vallée-du-Richelieu","Municipalité régionale de comté","Quebec","24",2.6,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",69080,76520,4615,4150,6.7,5.4,-1.3
"2457","La Vallée-du-Richelieu","Municipalité régionale de comté","Quebec","24",2.6,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",9960,17180,1060,1865,10.6,10.9,0.3
"2457","La Vallée-du-Richelieu","Municipalité régionale de comté","Quebec","24",2.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",105285,122245,5605,4190,5.3,3.4,-1.9
"2457","La Vallée-du-Richelieu","Municipalité régionale de comté","Quebec","24",2.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",26250,28540,1180,900,4.5,3.2,-1.3
"2457","La Vallée-du-Richelieu","Municipalité régionale de comté","Quebec","24",2.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",7615,9370,235,220,3.1,2.3,-0.8
"2457","La Vallée-du-Richelieu","Municipalité régionale de comté","Quebec","24",2.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",69080,76525,3735,2770,5.4,3.6,-1.8
"2457","La Vallée-du-Richelieu","Municipalité régionale de comté","Quebec","24",2.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",9960,17180,695,520,7.0,3.0,-4.0
"2458","Longueuil","Territoire équivalent","Quebec","24",3.2,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",380540,406365,47870,49740,12.6,12.2,-0.4
"2458","Longueuil","Territoire équivalent","Quebec","24",3.2,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",78590,78875,12060,10660,15.3,13.5,-1.8
"2458","Longueuil","Territoire équivalent","Quebec","24",3.2,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",21795,26480,3745,3680,17.2,13.9,-3.3
"2458","Longueuil","Territoire équivalent","Quebec","24",3.2,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",252350,255205,29800,29075,11.8,11.4,-0.4
"2458","Longueuil","Territoire équivalent","Quebec","24",3.2,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",49600,72285,6010,10005,12.1,13.8,1.7
"2458","Longueuil","Territoire équivalent","Quebec","24",3.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",380490,406365,48660,39190,12.8,9.6,-3.2
"2458","Longueuil","Territoire équivalent","Quebec","24",3.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",78540,78875,11480,7895,14.6,10.0,-4.6
"2458","Longueuil","Territoire équivalent","Quebec","24",3.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",21765,26485,3545,2720,16.3,10.3,-6.0
"2458","Longueuil","Territoire équivalent","Quebec","24",3.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",252350,255205,30870,24675,12.2,9.7,-2.5
"2458","Longueuil","Territoire équivalent","Quebec","24",3.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",49600,72280,6310,6615,12.7,9.2,-3.5
"2459","Marguerite-D'Youville","Municipalité régionale de comté","Quebec","24",2.4,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",69345,76220,4250,4560,6.1,6.0,-0.1
"2459","Marguerite-D'Youville","Municipalité régionale de comté","Quebec","24",2.4,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",18315,17780,1180,1090,6.4,6.1,-0.3
"2459","Marguerite-D'Youville","Municipalité régionale de comté","Quebec","24",2.4,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",5330,5650,235,320,4.4,5.7,1.3
"2459","Marguerite-D'Youville","Municipalité régionale de comté","Quebec","24",2.4,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",46200,49085,2555,2435,5.5,5.0,-0.5
"2459","Marguerite-D'Youville","Municipalité régionale de comté","Quebec","24",2.4,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",4830,9360,520,1035,10.8,11.1,0.3
"2459","Marguerite-D'Youville","Municipalité régionale de comté","Quebec","24",2.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",69340,76220,3780,1950,5.5,2.6,-2.9
"2459","Marguerite-D'Youville","Municipalité régionale de comté","Quebec","24",2.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",18310,17775,1020,395,5.6,2.2,-3.4
"2459","Marguerite-D'Youville","Municipalité régionale de comté","Quebec","24",2.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",5330,5645,220,100,4.1,1.8,-2.3
"2459","Marguerite-D'Youville","Municipalité régionale de comté","Quebec","24",2.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",46200,49090,2400,1325,5.2,2.7,-2.5
"2459","Marguerite-D'Youville","Municipalité régionale de comté","Quebec","24",2.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",4830,9355,360,230,7.5,2.5,-5.0
"2460","L'Assomption","Municipalité régionale de comté","Quebec","24",2.3,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",108500,122950,9200,10155,8.5,8.3,-0.2
"2460","L'Assomption","Municipalité régionale de comté","Quebec","24",2.3,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",25355,26005,2270,2245,9.0,8.6,-0.4
"2460","L'Assomption","Municipalité régionale de comté","Quebec","24",2.3,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",5975,8300,545,680,9.1,8.2,-0.9
"2460","L'Assomption","Municipalité régionale de comté","Quebec","24",2.3,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",71540,77465,5645,5585,7.9,7.2,-0.7
"2460","L'Assomption","Municipalité régionale de comté","Quebec","24",2.3,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",11605,19485,1285,2325,11.1,11.9,0.8
"2460","L'Assomption","Municipalité régionale de comté","Quebec","24",2.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",108480,122950,8640,6215,8.0,5.1,-2.9
"2460","L'Assomption","Municipalité régionale de comté","Quebec","24",2.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",25335,26000,2045,1200,8.1,4.6,-3.5
"2460","L'Assomption","Municipalité régionale de comté","Quebec","24",2.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",5970,8300,435,360,7.3,4.3,-3.0
"2460","L'Assomption","Municipalité régionale de comté","Quebec","24",2.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",71545,77470,5435,3950,7.6,5.1,-2.5
"2460","L'Assomption","Municipalité régionale de comté","Quebec","24",2.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",11605,19485,1155,1065,10.0,5.5,-4.5
"2461","Joliette","Municipalité régionale de comté","Quebec","24",4.6,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",56495,63935,9175,10620,16.2,16.6,0.4
"2461","Joliette","Municipalité régionale de comté","Quebec","24",4.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",11270,12025,1905,2105,16.9,17.5,0.6
